"","Gene","Exon","Transcript","Junction","DER","Symbol"
"ENSG00000203711",TRUE,TRUE,TRUE,TRUE,FALSE,"C6orf99"
"ENSG00000130363",TRUE,TRUE,TRUE,TRUE,TRUE,"RSPH3"
"ENSG00000271913",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000164691",TRUE,TRUE,TRUE,TRUE,FALSE,"TAGAP"
"ENSG00000233682",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000164694",TRUE,TRUE,TRUE,TRUE,FALSE,"FNDC1"
"ENSG00000235086",TRUE,TRUE,TRUE,TRUE,FALSE,"FNDC1-IT1"
"ENSG00000112096",TRUE,TRUE,TRUE,TRUE,TRUE,"SOD2"
"ENSG00000220305",TRUE,TRUE,TRUE,FALSE,FALSE,"HNRNPH1P1"
"ENSG00000251988",TRUE,TRUE,TRUE,FALSE,FALSE,"RNU4ATAC18P"
"ENSG00000146457",TRUE,TRUE,TRUE,TRUE,FALSE,"WTAP"
"ENSG00000120437",TRUE,TRUE,TRUE,TRUE,TRUE,"ACAT2"
"ENSG00000120438",TRUE,TRUE,TRUE,TRUE,TRUE,"TCP1"
"ENSG00000207392",TRUE,TRUE,TRUE,FALSE,FALSE,"SNORA20"
"ENSG00000112110",TRUE,TRUE,TRUE,TRUE,TRUE,"MRPL18"
"ENSG00000146453",TRUE,TRUE,TRUE,TRUE,TRUE,"PNLDC1"
"ENSG00000236823",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000130368",TRUE,TRUE,TRUE,FALSE,TRUE,"MAS1"
"ENSG00000197081",TRUE,TRUE,TRUE,TRUE,TRUE,"IGF2R"
"ENSG00000268257",TRUE,TRUE,TRUE,TRUE,FALSE,"AIRN"
"ENSG00000270949",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000175003",TRUE,TRUE,TRUE,TRUE,FALSE,"SLC22A1"
"ENSG00000146477",TRUE,TRUE,TRUE,TRUE,TRUE,"SLC22A3"
"ENSG00000213071",TRUE,TRUE,FALSE,TRUE,FALSE,"LPAL2"
"ENSG00000198670",TRUE,TRUE,FALSE,TRUE,TRUE,"LPA"
"ENSG00000122194",TRUE,TRUE,FALSE,TRUE,TRUE,"PLG"
"ENSG00000231863",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000272841",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000185345",TRUE,TRUE,TRUE,TRUE,TRUE,"PARK2"
"ENSG00000112530",TRUE,TRUE,TRUE,TRUE,TRUE,"PACRG"
"ENSG00000225683",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000112531",TRUE,TRUE,TRUE,TRUE,TRUE,"QKI"
"ENSG00000228692",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000230627",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000227455",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000112539",TRUE,TRUE,TRUE,TRUE,FALSE,"C6orf118"
"ENSG00000112541",TRUE,TRUE,TRUE,TRUE,TRUE,"PDE10A"
"ENSG00000236627",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000256391",TRUE,TRUE,TRUE,FALSE,FALSE,"SDIM1"
"ENSG00000223414",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00473"
"ENSG00000216624",TRUE,TRUE,TRUE,FALSE,FALSE,"GAPDHP72"
"ENSG00000231297",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000176381",TRUE,TRUE,TRUE,TRUE,TRUE,"PRR18"
"ENSG00000198818",TRUE,TRUE,TRUE,TRUE,TRUE,"SFT2D1"
"ENSG00000233231",TRUE,TRUE,TRUE,FALSE,FALSE,"HNRNPA1P49"
"ENSG00000060762",TRUE,TRUE,TRUE,TRUE,TRUE,"MPC1"
"ENSG00000071242",TRUE,TRUE,TRUE,TRUE,TRUE,"RPS6KA2"
"ENSG00000232082",TRUE,TRUE,FALSE,TRUE,FALSE,"RPS6KA2-IT1"
"ENSG00000231654",TRUE,TRUE,FALSE,TRUE,FALSE,"RPS6KA2-AS1"
"ENSG00000026297",TRUE,TRUE,TRUE,TRUE,FALSE,"RNASET2"
"ENSG00000227598",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000272980",TRUE,TRUE,FALSE,TRUE,TRUE,""
"ENSG00000166984",TRUE,TRUE,FALSE,TRUE,TRUE,"TCP10L2"
"ENSG00000231720",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000120440",TRUE,TRUE,FALSE,TRUE,TRUE,"TTLL2"
"ENSG00000217447",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000272549",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000203688",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000146521",TRUE,TRUE,FALSE,TRUE,FALSE,"C6orf123"
"ENSG00000269155",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000198221",TRUE,TRUE,TRUE,TRUE,TRUE,"MLLT4-AS1"
"ENSG00000130396",TRUE,TRUE,TRUE,TRUE,TRUE,"MLLT4"
"ENSG00000235994",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000125337",TRUE,TRUE,TRUE,TRUE,TRUE,"KIF25"
"ENSG00000112562",TRUE,TRUE,TRUE,TRUE,TRUE,"SMOC2"
"ENSG00000223485",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000226445",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000186340",TRUE,TRUE,TRUE,TRUE,TRUE,"THBS2"
"ENSG00000272848",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000184465",TRUE,TRUE,TRUE,TRUE,TRUE,"WDR27"
"ENSG00000265654",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000185127",TRUE,TRUE,TRUE,TRUE,TRUE,"C6orf120"
"ENSG00000130024",TRUE,TRUE,TRUE,TRUE,TRUE,"PHF10"
"ENSG00000232640",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000130023",TRUE,TRUE,TRUE,TRUE,TRUE,"ERMARD"
"ENSG00000266896",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000229214",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00242"
"ENSG00000231690",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00574"
"ENSG00000236173",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000273100",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000230960",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000198719",TRUE,TRUE,TRUE,TRUE,TRUE,"DLL1"
"ENSG00000112584",TRUE,TRUE,TRUE,TRUE,TRUE,"FAM120B"
"ENSG00000271234",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000261003",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000112592",TRUE,TRUE,TRUE,TRUE,TRUE,"TBP"
"ENSG00000071994",TRUE,TRUE,TRUE,TRUE,TRUE,"PDCD2"
"ENSG00000242611",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000242474",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000240859",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000177706",TRUE,TRUE,TRUE,TRUE,TRUE,"FAM20C"
"ENSG00000269396",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000197461",TRUE,TRUE,TRUE,TRUE,TRUE,"PDGFA"
"ENSG00000223855",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000188191",TRUE,TRUE,TRUE,TRUE,TRUE,"PRKAR1B"
"ENSG00000237181",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000164818",TRUE,TRUE,TRUE,TRUE,TRUE,"HEATR2"
"ENSG00000164828",TRUE,TRUE,TRUE,TRUE,TRUE,"SUN1"
"ENSG00000239857",TRUE,TRUE,TRUE,TRUE,TRUE,"GET4"
"ENSG00000105963",TRUE,TRUE,TRUE,TRUE,TRUE,"ADAP1"
"ENSG00000146540",TRUE,TRUE,TRUE,TRUE,TRUE,"C7orf50"
"ENSG00000199023",TRUE,TRUE,TRUE,FALSE,FALSE,"MIR339"
"ENSG00000225146",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000164849",TRUE,TRUE,TRUE,TRUE,FALSE,"GPR146"
"ENSG00000224079",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000226291",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000164850",TRUE,TRUE,TRUE,TRUE,FALSE,"GPER1"
"ENSG00000178381",TRUE,TRUE,TRUE,TRUE,TRUE,"ZFAND2A"
"ENSG00000229043",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000164877",TRUE,TRUE,TRUE,TRUE,TRUE,"MICALL2"
"ENSG00000273230",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000164880",TRUE,TRUE,TRUE,TRUE,TRUE,"INTS1"
"ENSG00000198517",TRUE,TRUE,TRUE,TRUE,TRUE,"MAFK"
"ENSG00000164855",TRUE,TRUE,FALSE,TRUE,FALSE,"TMEM184A"
"ENSG00000157778",TRUE,TRUE,TRUE,TRUE,TRUE,"PSMG3"
"ENSG00000230487",TRUE,TRUE,TRUE,TRUE,TRUE,"PSMG3-AS1"
"ENSG00000225968",TRUE,TRUE,TRUE,TRUE,TRUE,"ELFN1"
"ENSG00000236081",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000002822",TRUE,TRUE,TRUE,TRUE,TRUE,"MAD1L1"
"ENSG00000176349",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000106268",TRUE,TRUE,TRUE,TRUE,TRUE,"NUDT1"
"ENSG00000106266",TRUE,TRUE,TRUE,TRUE,TRUE,"SNX8"
"ENSG00000106263",TRUE,TRUE,TRUE,TRUE,TRUE,"EIF3B"
"ENSG00000175873",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000236734",TRUE,TRUE,FALSE,TRUE,FALSE,"GRIFIN"
"ENSG00000106003",TRUE,TRUE,TRUE,TRUE,TRUE,"LFNG"
"ENSG00000264357",TRUE,TRUE,TRUE,FALSE,FALSE,"MIR4648"
"ENSG00000106009",TRUE,TRUE,TRUE,TRUE,TRUE,"BRAT1"
"ENSG00000106012",TRUE,TRUE,TRUE,TRUE,TRUE,"IQCE"
"ENSG00000136295",TRUE,TRUE,TRUE,TRUE,TRUE,"TTYH3"
"ENSG00000174945",TRUE,TRUE,TRUE,TRUE,TRUE,"AMZ1"
"ENSG00000146535",TRUE,TRUE,TRUE,TRUE,TRUE,"GNA12"
"ENSG00000198286",TRUE,TRUE,TRUE,TRUE,TRUE,"CARD11"
"ENSG00000217455",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000231892",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000236708",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000146555",TRUE,TRUE,TRUE,TRUE,TRUE,"SDK1"
"ENSG00000224593",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000211544",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000236510",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000157927",TRUE,TRUE,TRUE,TRUE,TRUE,"RADIL"
"ENSG00000218823",TRUE,TRUE,FALSE,FALSE,FALSE,"PAPOLB"
"ENSG00000213935",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000136297",TRUE,TRUE,TRUE,TRUE,TRUE,"MMD2"
"ENSG00000196204",TRUE,TRUE,TRUE,TRUE,TRUE,"RNF216P1"
"ENSG00000146587",TRUE,TRUE,TRUE,TRUE,FALSE,"RBAK"
"ENSG00000273313",TRUE,TRUE,TRUE,TRUE,FALSE,"RBAKDN"
"ENSG00000272595",TRUE,TRUE,TRUE,FALSE,FALSE,"OR10AH1P"
"ENSG00000159904",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF890P"
"ENSG00000157954",TRUE,TRUE,TRUE,TRUE,TRUE,"WIPI2"
"ENSG00000164638",TRUE,TRUE,TRUE,TRUE,TRUE,"SLC29A4"
"ENSG00000182095",TRUE,TRUE,TRUE,TRUE,TRUE,"TNRC18"
"ENSG00000241269",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000188365",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000272953",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000234432",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000155034",TRUE,TRUE,TRUE,TRUE,TRUE,"FBXL18"
"ENSG00000230733",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000075624",TRUE,TRUE,TRUE,TRUE,TRUE,"ACTB"
"ENSG00000075618",TRUE,TRUE,TRUE,TRUE,TRUE,"FSCN1"
"ENSG00000235944",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF815P"
"ENSG00000122543",TRUE,TRUE,TRUE,TRUE,TRUE,"OCM"
"ENSG00000122674",TRUE,TRUE,TRUE,TRUE,TRUE,"CCZ1"
"ENSG00000155026",TRUE,TRUE,TRUE,TRUE,TRUE,"RSPH10B"
"ENSG00000122512",TRUE,TRUE,TRUE,TRUE,TRUE,"PMS2"
"ENSG00000106305",TRUE,TRUE,TRUE,TRUE,TRUE,"AIMP2"
"ENSG00000207217",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000086232",TRUE,TRUE,TRUE,TRUE,TRUE,"EIF2AK1"
"ENSG00000157999",TRUE,TRUE,FALSE,TRUE,FALSE,"ANKRD61"
"ENSG00000106346",TRUE,TRUE,TRUE,TRUE,TRUE,"USP42"
"ENSG00000008256",TRUE,TRUE,TRUE,TRUE,TRUE,"CYTH3"
"ENSG00000178397",TRUE,TRUE,TRUE,TRUE,TRUE,"FAM220A"
"ENSG00000136238",TRUE,TRUE,TRUE,TRUE,TRUE,"RAC1"
"ENSG00000164535",TRUE,TRUE,TRUE,TRUE,TRUE,"DAGLB"
"ENSG00000136240",TRUE,TRUE,TRUE,TRUE,FALSE,"KDELR2"
"ENSG00000231359",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000215045",TRUE,TRUE,FALSE,TRUE,TRUE,"GRID2IP"
"ENSG00000146576",TRUE,TRUE,TRUE,TRUE,TRUE,"C7orf26"
"ENSG00000236609",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF853"
"ENSG00000205903",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF316"
"ENSG00000260054",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000228010",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000198580",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000164631",TRUE,TRUE,TRUE,TRUE,FALSE,"ZNF12"
"ENSG00000187953",TRUE,TRUE,TRUE,TRUE,TRUE,"PMS2CL"
"ENSG00000146574",TRUE,TRUE,TRUE,TRUE,TRUE,"CCZ1B"
"ENSG00000155070",TRUE,TRUE,FALSE,TRUE,FALSE,"UNC93B2"
"ENSG00000236712",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000215018",TRUE,TRUE,FALSE,TRUE,TRUE,"COL28A1"
"ENSG00000272894",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000164654",TRUE,TRUE,TRUE,TRUE,TRUE,"MIOS"
"ENSG00000106399",TRUE,TRUE,TRUE,TRUE,TRUE,"RPA3"
"ENSG00000219545",TRUE,TRUE,TRUE,TRUE,TRUE,"RPA3-AS1"
"ENSG00000106415",TRUE,TRUE,TRUE,TRUE,TRUE,"GLCCI1"
"ENSG00000233264",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000003147",TRUE,TRUE,TRUE,TRUE,TRUE,"ICA1"
"ENSG00000227719",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000229970",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000122584",TRUE,TRUE,TRUE,TRUE,TRUE,"NXPH1"
"ENSG00000235431",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000189043",TRUE,TRUE,TRUE,TRUE,TRUE,"NDUFA4"
"ENSG00000271185",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000106443",TRUE,TRUE,TRUE,TRUE,TRUE,"PHF14"
"ENSG00000230370",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000230333",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000005108",TRUE,TRUE,TRUE,TRUE,TRUE,"THSD7A"
"ENSG00000106460",TRUE,TRUE,TRUE,TRUE,TRUE,"TMEM106B"
"ENSG00000146530",TRUE,TRUE,TRUE,TRUE,FALSE,"VWDE"
"ENSG00000271253",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000122644",TRUE,TRUE,TRUE,TRUE,TRUE,"ARL4A"
"ENSG00000229618",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000237713",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000006468",TRUE,TRUE,TRUE,TRUE,TRUE,"ETV1"
"ENSG00000136267",TRUE,TRUE,TRUE,TRUE,TRUE,"DGKB"
"ENSG00000187546",TRUE,TRUE,FALSE,TRUE,FALSE,"AGMO"
"ENSG00000106511",TRUE,TRUE,TRUE,TRUE,FALSE,"MEOX2"
"ENSG00000229108",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000225974",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000229379",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000273477",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000214960",TRUE,TRUE,TRUE,TRUE,TRUE,"ISPD"
"ENSG00000224683",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL36AP29"
"ENSG00000171243",TRUE,TRUE,TRUE,TRUE,TRUE,"SOSTDC1"
"ENSG00000272537",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000205858",TRUE,TRUE,FALSE,TRUE,FALSE,"LRRC72"
"ENSG00000224280",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000106524",TRUE,TRUE,TRUE,TRUE,TRUE,"ANKMY2"
"ENSG00000136261",TRUE,TRUE,TRUE,TRUE,TRUE,"BZW2"
"ENSG00000235837",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000106541",TRUE,TRUE,FALSE,TRUE,FALSE,"AGR2"
"ENSG00000237773",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000106546",TRUE,TRUE,TRUE,TRUE,TRUE,"AHR"
"ENSG00000236318",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000071189",TRUE,TRUE,TRUE,TRUE,TRUE,"SNX13"
"ENSG00000048052",TRUE,TRUE,TRUE,TRUE,TRUE,"HDAC9"
"ENSG00000122691",TRUE,TRUE,TRUE,TRUE,TRUE,"TWIST1"
"ENSG00000232821",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000229533",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000105849",TRUE,TRUE,TRUE,TRUE,TRUE,"TWISTNB"
"ENSG00000265932",TRUE,TRUE,FALSE,FALSE,FALSE,"MIR3146"
"ENSG00000173452",TRUE,TRUE,TRUE,TRUE,TRUE,"TMEM196"
"ENSG00000237921",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000243004",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000213860",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL21P75"
"ENSG00000183742",TRUE,TRUE,FALSE,TRUE,FALSE,"MACC1"
"ENSG00000200753",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000164651",TRUE,TRUE,TRUE,TRUE,TRUE,"SP8"
"ENSG00000219451",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL23P8"
"ENSG00000105866",TRUE,TRUE,TRUE,TRUE,TRUE,"SP4"
"ENSG00000105877",TRUE,TRUE,FALSE,TRUE,TRUE,"DNAH11"
"ENSG00000164649",TRUE,TRUE,TRUE,TRUE,TRUE,"CDCA7L"
"ENSG00000136237",TRUE,TRUE,TRUE,TRUE,TRUE,"RAPGEF5"
"ENSG00000105889",TRUE,TRUE,TRUE,TRUE,TRUE,"STEAP1B"
"ENSG00000233476",TRUE,TRUE,TRUE,FALSE,FALSE,"EEF1A1P6"
"ENSG00000232759",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000226329",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000122591",TRUE,TRUE,TRUE,TRUE,TRUE,"FAM126A"
"ENSG00000122550",TRUE,TRUE,TRUE,TRUE,TRUE,"KLHL7"
"ENSG00000230042",TRUE,TRUE,TRUE,FALSE,FALSE,"AK3P3"
"ENSG00000214871",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000136243",TRUE,TRUE,TRUE,TRUE,TRUE,"NUPL2"
"ENSG00000226816",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000136235",TRUE,TRUE,TRUE,TRUE,TRUE,"GPNMB"
"ENSG00000156928",TRUE,TRUE,TRUE,TRUE,TRUE,"MALSU1"
"ENSG00000136231",TRUE,TRUE,TRUE,TRUE,TRUE,"IGF2BP3"
"ENSG00000232627",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000212264",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000252590",TRUE,TRUE,FALSE,FALSE,FALSE,"RNU7-143P"
"ENSG00000236654",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000232818",TRUE,TRUE,TRUE,FALSE,FALSE,"RPS2P32"
"ENSG00000200847",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000164548",TRUE,TRUE,TRUE,TRUE,TRUE,"TRA2A"
"ENSG00000169193",TRUE,TRUE,TRUE,TRUE,TRUE,"CCDC126"
"ENSG00000227436",TRUE,TRUE,FALSE,TRUE,FALSE,"FCF1P1"
"ENSG00000234286",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000196335",TRUE,TRUE,FALSE,TRUE,TRUE,"STK31"
"ENSG00000122585",TRUE,TRUE,TRUE,TRUE,TRUE,"NPY"
"ENSG00000105926",TRUE,TRUE,TRUE,TRUE,TRUE,"MPP6"
"ENSG00000271330",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000105928",TRUE,TRUE,TRUE,TRUE,TRUE,"DFNA5"
"ENSG00000070882",TRUE,TRUE,TRUE,TRUE,TRUE,"OSBPL3"
"ENSG00000172115",TRUE,TRUE,TRUE,TRUE,TRUE,"CYCS"
"ENSG00000153790",TRUE,TRUE,TRUE,TRUE,TRUE,"C7orf31"
"ENSG00000234406",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000260951",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000223561",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000270933",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000050344",TRUE,TRUE,TRUE,TRUE,TRUE,"NFE2L3"
"ENSG00000273237",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000122566",TRUE,TRUE,TRUE,TRUE,TRUE,"HNRNPA2B1"
"ENSG00000122565",TRUE,TRUE,TRUE,TRUE,TRUE,"CBX3"
"ENSG00000086300",TRUE,TRUE,TRUE,TRUE,TRUE,"SNX10"
"ENSG00000225792",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000122548",TRUE,TRUE,TRUE,TRUE,TRUE,"KIAA0087"
"ENSG00000233760",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000005020",TRUE,TRUE,TRUE,TRUE,TRUE,"SKAP2"
"ENSG00000233830",TRUE,TRUE,TRUE,FALSE,TRUE,"EIF4HP1"
"ENSG00000106049",TRUE,TRUE,TRUE,TRUE,TRUE,"HIBADH"
"ENSG00000106052",TRUE,TRUE,TRUE,TRUE,TRUE,"TAX1BP1"
"ENSG00000153814",TRUE,TRUE,TRUE,TRUE,TRUE,"JAZF1"
"ENSG00000234336",TRUE,TRUE,TRUE,TRUE,TRUE,"JAZF1-AS1"
"ENSG00000255690",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000228421",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000272568",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000106066",TRUE,TRUE,TRUE,TRUE,TRUE,"CPVL"
"ENSG00000106069",TRUE,TRUE,TRUE,TRUE,TRUE,"CHN2"
"ENSG00000223813",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000176532",TRUE,TRUE,TRUE,TRUE,FALSE,"PRR15"
"ENSG00000223437",TRUE,TRUE,FALSE,FALSE,FALSE,"TMSB4XP3"
"ENSG00000122574",TRUE,TRUE,TRUE,TRUE,TRUE,"WIPF3"
"ENSG00000238906",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000136193",TRUE,TRUE,TRUE,TRUE,TRUE,"SCRN1"
"ENSG00000106080",TRUE,TRUE,TRUE,TRUE,TRUE,"FKBP14"
"ENSG00000106086",TRUE,TRUE,TRUE,TRUE,TRUE,"PLEKHA8"
"ENSG00000231519",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000180354",TRUE,TRUE,TRUE,TRUE,TRUE,"MTURN"
"ENSG00000180233",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNRF2"
"ENSG00000235859",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000106100",TRUE,TRUE,TRUE,TRUE,TRUE,"NOD1"
"ENSG00000006625",TRUE,TRUE,TRUE,TRUE,TRUE,"GGCT"
"ENSG00000244480",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000264520",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000226874",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000106113",TRUE,TRUE,TRUE,TRUE,TRUE,"CRHR2"
"ENSG00000241644",TRUE,TRUE,TRUE,TRUE,TRUE,"INMT"
"ENSG00000106125",TRUE,TRUE,TRUE,TRUE,FALSE,"FAM188B"
"ENSG00000240583",TRUE,TRUE,TRUE,TRUE,TRUE,"AQP1"
"ENSG00000106128",TRUE,TRUE,TRUE,TRUE,FALSE,"GHRHR"
"ENSG00000078549",TRUE,TRUE,TRUE,TRUE,TRUE,"ADCYAP1R1"
"ENSG00000232887",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000164600",TRUE,TRUE,TRUE,TRUE,TRUE,"NEUROD6"
"ENSG00000180347",TRUE,TRUE,FALSE,TRUE,FALSE,"CCDC129"
"ENSG00000106341",TRUE,TRUE,TRUE,TRUE,TRUE,"PPP1R17"
"ENSG00000154678",TRUE,TRUE,TRUE,TRUE,TRUE,"PDE1C"
"ENSG00000226468",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000226421",TRUE,TRUE,TRUE,FALSE,FALSE,"SLC25A5P5"
"ENSG00000106355",TRUE,TRUE,TRUE,TRUE,TRUE,"LSM5"
"ENSG00000229358",TRUE,TRUE,TRUE,TRUE,FALSE,"DPY19L1P1"
"ENSG00000273014",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000250756",TRUE,TRUE,FALSE,FALSE,FALSE,""
