"EnsemblID","Type","negCorr","posCorr","minFeature","maxFeature","numFeatures","numSigFeatures","Symbol","EntrezID","corDiff"
"ENSG00000273155","Exon",-0.190702460030513,0.199086228245855,"e147374","e147369",2,2,"",NA,0.389788688276368
"ENSG00000185414","Exon",-0.276141318430069,0.204804639075605,"e147433","e147425",12,10,"MRPL30",51263,0.480945957505674
"ENSG00000204634","Exon",-0.208644345828899,0.438864514299007,"e148176","e148149",40,35,"TBC1D8",11138,0.647508860127907
"ENSG00000071054","Exon",-0.462927046629689,0.414022387642854,"e148328","e148547",60,34,"MAP4K4",9448,0.876949434272543
"ENSG00000115616","Exon",-0.0434471171176406,0.138984832824987,"e148997","e148995",17,14,"SLC9A2",6549,0.182431949942627
"ENSG00000170417","Exon",-0.0102726842293022,0.122261558740901,"e149055","e149088",20,11,"TMEM182",130827,0.132534242970203
"ENSG00000234177","Exon",-0.544753260411243,0.0869335009569769,"e149182","e149186",9,8,"LINC01114",284998,0.63168676136822
"ENSG00000269707","Exon",-0.478261808708206,0.421887823520808,"e149211","e149212",3,3,"",NA,0.900149632229014
"ENSG00000135974","Exon",-0.21917509292228,0.0258048940810211,"e149297","e149301",8,8,"C2orf49",79074,0.244979987003301
"ENSG00000115652","Exon",-0.236835103668012,0.113115599773638,"e149554","e149516",41,27,"UXS1",80146,0.34995070344165
"ENSG00000198203","Exon",-0.00875054247922753,0.0557147348031433,"e149864","e149900",23,6,"SULT1C2",6819,0.0644652772823708
"ENSG00000261760","Exon",-0.0537551969807762,0.215095216628206,"e150795","e150771",21,10,"",100507334,0.268850413608983
"ENSG00000175772","Exon",-0.0537709491068265,0.25828755670807,"e150801","e150804",5,5,"LINC01106",NA,0.312058505814896
"ENSG00000153094","Exon",-0.396842836232062,0.373442729044946,"e151203","e151231",30,19,"BCL2L11",10018,0.770285565277008
"ENSG00000172965","Exon",-0.0256996185579319,0.388318977057393,"e151273","e151252",46,34,"MIR4435-1HG",101930489,0.414018595615325
"ENSG00000153107","Exon",-0.198307659323266,0.18624035367236,"e151449","e151366",63,14,"ANAPC1",730268,0.384548012995626
"ENSG00000125611","Exon",-0.269117466842204,0.205072387077935,"e151939","e151945",10,3,"CHCHD5",84269,0.474189853920138
"ENSG00000144136","Exon",-0.377989646299053,0.497044512687608,"e151980","e151975",31,31,"SLC20A1",6574,0.875034158986661
"ENSG00000144134","Exon",-0.205677885037918,0.218297789091105,"e152777","e152685",43,23,"RABL2A",11159,0.423975674129023
"ENSG00000175497","Exon",-0.355380707348555,0.330746282433906,"e152998","e153038",53,46,"DPP10",57628,0.686126989782461
"ENSG00000236255","Exon",-0.00390820905473403,0.0427685843614961,"e153190","e153185",7,2,"",NA,0.0466767934162301
"ENSG00000125629","Exon",-0.311312994620666,0.279668953345491,"e153326","e153319",17,14,"INSIG2",51141,0.590981947966157
"ENSG00000155368","Exon",-0.0256374878566996,0.512903835362191,"e153492","e153506",23,23,"DBI",1622,0.53854132321889
"ENSG00000144120","Exon",-0.073979307686987,0.269790261874077,"e153729","e153734",10,6,"TMEM177",80775,0.343769569561064
"ENSG00000088179","Exon",-0.0381531400191354,0.143108557268224,"e153745","e153849",54,42,"PTPN4",5775,0.181261697287359
"ENSG00000074054","Exon",-0.49792362041216,0.165196283787472,"e154352","e154275",72,63,"CLASP1",23332,0.663119904199632
"ENSG00000236859","Exon",-0.462646589797292,0.552488554433449,"e154567","e154559",11,10,"NIFK-AS1",254128,1.01513514423074
"ENSG00000211460","Exon",-0.22287056404751,0.225513963734755,"e154652","e154603",27,25,"TSN",7247,0.448384527782266
"ENSG00000163166","Exon",-0.383328253294956,0.00970707458276838,"e155223","e155226",39,34,"IWS1",55677,0.393035327877724
"ENSG00000072163","Exon",-0.213223456579415,0.294586778717327,"e155549","e155510",41,38,"LIMS2",55679,0.507810235296742
"ENSG00000144230","Exon",-0.0683788908064457,0.132694671633166,"e155634","e155627",12,12,"GPR17",2840,0.201073562439612
"ENSG00000136699","Exon",-0.255633388890042,0.342178677997161,"e156189","e156289",60,57,"SMPD4",55627,0.597812066887203
"ENSG00000136710","Exon",-0.211922651988332,0.191494373943189,"e156523","e156517",13,8,"CCDC115",84317,0.403417025931521
"ENSG00000136718","Exon",-0.113832559203578,0.490153772718954,"e156538","e156569",47,46,"IMP4",92856,0.603986331922532
"ENSG00000072135","Exon",-0.197321824010934,0.0717571795671641,"e156686","e156697",48,13,"PTPN18",26469,0.269079003578098
"ENSG00000178162","Exon",-0.168065255466602,0.136089236790951,"e156736","e156735",20,16,"FAR2P2",100288897,0.304154492257553
"ENSG00000136698","Exon",-0.0367147699826873,0.252421802806649,"e156831","e156830",6,2,"CFC1",55997,0.289136572789337
"ENSG00000240253","Exon",-0.0749302394061085,0.323010360050163,"e156876","e156885",14,12,"FAR2P3",NA,0.397940599456272
"ENSG00000178171","Exon",-0.371836017648262,0.0128600635265581,"e156893","e156897",7,7,"AMER3",205147,0.38469608117482
"ENSG00000136002","Exon",-0.0528433374295278,0.527874215141668,"e156970","e156942",41,40,"ARHGEF4",101930241,0.580717552571195
"ENSG00000173272","Exon",-0.283123071849512,0.34962286926687,"e157213","e157226",16,15,"MZT2A",100616378,0.632745941116382
"ENSG00000075886","Exon",-0.279786092107501,0.194629561174404,"e157229","e157231",7,4,"TUBA3D",113457,0.474415653281905
"ENSG00000197927","Exon",-0.411523955282007,0.184089446682592,"e157394","e157403",10,10,"C2orf27A",29798,0.595613401964599
"ENSG00000163046","Exon",-0.257774108529077,0.0783622970703658,"e157465","e157438",15,9,"ANKRD30BL",100132154,0.336136405599443
"ENSG00000176771","Exon",-0.487980287605985,0.309657672326738,"e157574","e157504",29,25,"NCKAP5",344148,0.797637959932723
"ENSG00000226953","Exon",-0.315162257835848,0.0497640951188039,"e157591","e157594",8,2,"",101928161,0.364926352954652
"ENSG00000224043","Exon",-0.427130205775591,0.216861508416984,"e157672","e157673",12,7,"CCNT2-AS1",100129961,0.643991714192575
"ENSG00000121988","Exon",-0.267253673818597,0.410307128429196,"e158128","e158022",44,15,"ZRANB3",84083,0.677560802247793
"ENSG00000048991","Exon",-0.239017116578531,0.302681767793918,"e158134","e158306",64,34,"R3HDM1",23518,0.541698884372449
"ENSG00000150540","Exon",-0.0775379263714872,0.107623951176646,"e158721","e158729",22,17,"HNMT",3176,0.185161877548133
"ENSG00000226939","Exon",-0.156262816078853,0.00407677311551136,"e158814","e158811",4,4,"",NA,0.160339589194365
"ENSG00000168702","Exon",-0.03220494765629,0.315164582355715,"e158909","e158832",98,15,"LRP1B",53353,0.347369530012005
"ENSG00000115919","Exon",-0.292423464478669,0.349650939121495,"e158987","e158983",27,8,"KYNU",8942,0.642074403600164
"ENSG00000121964","Exon",-0.484957581517468,0.515387185681737,"e159270","e159163",43,24,"GTDC1",79712,1.0003447671992
"ENSG00000169554","Exon",-0.407767700422666,0.277926626477711,"e159347","e159425",58,47,"ZEB2",9839,0.685694326900377
"ENSG00000231969","Exon",-0.478171914612145,0.261388282455154,"e160255","e160256",3,3,"",NA,0.739560197067299
"ENSG00000080345","Exon",-0.393905702531072,0.203882506805346,"e160619","e160624",65,58,"RIF1",101929336,0.597788209336418
"ENSG00000183091","Exon",-0.214527822039254,0.201653088769216,"e160943","e160763",214,38,"NEB",4703,0.416180910808471
"ENSG00000162980","Exon",-0.250980759561353,0.00844523868993519,"e161881","e161891",22,5,"ARL5A",101929356,0.259425998251289
"ENSG00000157827","Exon",-0.260244400687086,0.215674420275858,"e162097","e162078",34,5,"FMNL2",114793,0.475918820962944
"ENSG00000196504","Exon",-0.441022625774605,0.31046374490422,"e162128","e162183",50,46,"PRPF40A",55660,0.751486370678825
"ENSG00000235949","Exon",-0.461283567288949,0.175395625380252,"e162307","e162306",2,2,"",NA,0.636679192669201
"ENSG00000115165","Exon",-0.223626230664918,0.188138742099095,"e162593","e162634",28,8,"CYTIP",9595,0.411764972764014
"ENSG00000007001","Exon",-0.176025898772041,0.113969088784281,"e162758","e162764",17,17,"UPP2",151531,0.289994987556322
"ENSG00000237327","Exon",-0.107626930915517,0.0460661177389085,"e162795","e162794",2,2,"UPP2-IT1",NA,0.153693048654426
"ENSG00000123636","Exon",-0.29617463523993,0.221103328497457,"e163400","e163399",71,60,"BAZ2B",29994,0.517277963737387
"ENSG00000241399","Exon",-0.023230397344297,0.187046255350477,"e163494","e163490",8,8,"CD302",9936,0.210276652694774
"ENSG00000136560","Exon",-0.48636602829671,0.325195049804534,"e164065","e164110",59,50,"TANK",10010,0.811561078101244
"ENSG00000115233","Exon",-0.193987809363945,0.0512018045045342,"e164152","e164156",19,14,"PSMD14",10213,0.24518961386848
"ENSG00000144290","Exon",-0.417890050699188,0.34617800338649,"e164221","e164278",56,53,"SLC4A10",57282,0.764068054085678
"ENSG00000197635","Exon",-0.318058492292492,0.197189950295612,"e164517","e164443",45,21,"DPP4",1803,0.515248442588105
"ENSG00000236841","Exon",-0.0202388432503463,0.341056173795913,"e164586","e164592",7,7,"",NA,0.361295017046259
"ENSG00000078098","Exon",-0.187439284222893,0.453188376491988,"e164623","e164605",52,34,"FAP",2191,0.640627660714882
"ENSG00000115271","Exon",-0.35611560383607,0.474965906689055,"e164787","e164731",27,26,"GCA",25801,0.831081510525124
"ENSG00000082438","Exon",-0.208168459158673,0.405490349416383,"e165066","e164978",68,46,"COBLL1",22837,0.613658808575055
"ENSG00000136531","Exon",-0.5871973469986,0.274531022469218,"e165319","e165281",36,19,"SCN2A",6326,0.861728369467818
"ENSG00000123607","Exon",-0.191723669393195,0.473482662276264,"e165553","e165510",48,39,"TTC21B",100506124,0.665206331669459
"ENSG00000236107","Exon",-0.430357455754102,0.477734166721937,"e165625","e165618",29,15,"",NA,0.908091622476039
"ENSG00000136546","Exon",-0.0408976842069551,0.294194043770983,"e165892","e165890",33,28,"SCN7A",6332,0.335091727977938
"ENSG00000163072","Exon",-0.284209608594707,0.322244592133118,"e166158","e166153",44,37,"NOSTRIN",115677,0.606454200727825
"ENSG00000163093","Exon",-0.295112291287942,0.424863688784823,"e166578","e166562",26,25,"BBS5",129880,0.719975980072765
"ENSG00000138398","Exon",-0.164900737403792,0.13845769422669,"e166693","e166765",37,22,"PPIG",9360,0.303358431630482
"ENSG00000154479","Exon",-0.301155964867348,0.152199774758329,"e166796","e166802",14,4,"CCDC173",129881,0.453355739625677
"ENSG00000138385","Exon",-0.490321121604548,0.171727722876996,"e166866","e166899",31,11,"SSB",6741,0.662048844481544
"ENSG00000144357","Exon",-0.3621543361033,0.219995543114193,"e167120","e167176",67,43,"UBR3",130507,0.582149879217494
"ENSG00000234350","Exon",-0.0860919870852596,0.114618579852074,"e167624","e167626",7,6,"",101926913,0.200710566937334
"ENSG00000204334","Exon",-0.0340373227961897,0.324743523732705,"e167640","e167641",5,5,"ERICH2",285141,0.358780846528895
"ENSG00000128683","Exon",-0.530604992650578,0.225970657228971,"e167732","e167669",47,45,"GAD1",2571,0.756575649879549
"ENSG00000235934","Exon",-0.479685620316806,0.045298766856001,"e167753","e167755",8,8,"",NA,0.524984387172806
"ENSG00000115806","Exon",-0.267846545015726,0.00375389435454259,"e167784","e167776",33,24,"GORASP2",26003,0.271600439370269
"ENSG00000198586","Exon",-0.209679888340003,0.46466830122794,"e168009","e167851",45,38,"TLK1",9874,0.674348189567943
"ENSG00000172878","Exon",-0.421027578568994,0.334670392849934,"e168666","e168654",21,10,"METAP1D",254042,0.755697971418928
"ENSG00000091409","Exon",-0.0109425644916072,0.399417239386697,"e168945","e168749",46,21,"ITGA6",3655,0.410359803878305
"ENSG00000152256","Exon",-0.0321230054213133,0.256132582702583,"e168974","e169031",32,23,"PDK1",5163,0.288255588123896
"ENSG00000091436","Exon",-0.215648823777154,0.211004846217939,"e169378","e169399",34,5,"",51776,0.426653669995094
"ENSG00000138433","Exon",-0.0137469282251193,0.105434639954926,"e169673","e169671",20,9,"CIR1",9541,0.119181568180045
"ENSG00000144320","Exon",-0.254567851587561,0.0207801476727433,"e170490","e170436",39,38,"KIAA1715",80856,0.275347999260305
"ENSG00000128654","Exon",-0.0350071060182422,0.423870955268035,"e170652","e170607",22,8,"MTX2",10651,0.458878061286277
"ENSG00000163364","Exon",-0.058154217251069,0.565643965385328,"e170676","e170678",6,6,"LINC01116",375295,0.623798182636397
"ENSG00000213963","Exon",-0.326968533525681,0.381360755147967,"e170857","e170837",18,7,"",100130691,0.708329288673649
"ENSG00000116095","Exon",-0.312229134232965,0.273210777174088,"e171454","e171443",15,12,"PLEKHA3",65977,0.585439911407053
"ENSG00000237298","Exon",-0.516819618443275,0.266497785562411,"e171464","e171678",121,54,"TTN-AS1",100506866,0.783317404005686
"ENSG00000155657","Exon",-0.49882601196269,0.378310381063142,"e171980","e171711",382,69,"TTN",7273,0.877136393025832
"ENSG00000163492","Exon",-0.402212615901627,0.363920638653381,"e173407","e173388",35,16,"CCDC141",285025,0.766133254555008
"ENSG00000170035","Exon",-0.498645641792931,0.225663663910273,"e173768","e173710",34,25,"UBE2E3",10477,0.724309305703204
"ENSG00000188452","Exon",-0.408430606345791,0.410666571825313,"e174003","e173907",30,24,"CERKL",375298,0.819097178171104
"ENSG00000150722","Exon",-0.271458787701176,0.183383459112566,"e174242","e174252",35,25,"PPP1R1C",151242,0.454842246813742
"ENSG00000115252","Exon",-0.175043334646986,0.265752835838929,"e174417","e174290",35,30,"PDE1A",5136,0.440796170485915
"ENSG00000065548","Exon",-0.0584313884932565,0.0953800002064903,"e174865","e174876",28,18,"ZC3H15",55854,0.153811388699747
"ENSG00000224063","Exon",-0.419434958418786,0.0284058703326952,"e175022","e175021",11,5,"",NA,0.447840828751481
"ENSG00000231689","Exon",-0.0648436318733771,0.061825496082198,"e175182","e175184",6,3,"LINC01090",NA,0.126669127955575
"ENSG00000144366","Exon",-0.443745906284081,0.0987169231297497,"e175260","e175318",50,18,"GULP1",51454,0.542462829413831
"ENSG00000128699","Exon",-0.0242032654813493,0.142362553543898,"e175890","e175902",16,7,"ORMDL1",94101,0.166565819025247
"ENSG00000198130","Exon",-0.099111393319902,0.25399552342777,"e176096","e176157",40,17,"HIBCH",26275,0.353106916747672
"ENSG00000151690","Exon",-0.104174232742379,0.579818409846469,"e176292","e176258",28,23,"MFSD6",54842,0.683992642588848
"ENSG00000189362","Exon",-0.346200351872232,0.330078543224061,"e176296","e176302",19,14,"TMEM194B",100131211,0.676278895096293
"ENSG00000138386","Exon",-0.0642488268166163,0.0419910572558333,"e176367","e176343",32,22,"NAB1",4664,0.10623988407245
"ENSG00000228509","Exon",-0.0105672229296902,0.00913661024192123,"e176392","e176393",8,2,"",NA,0.0197038331716114
"ENSG00000115419","Exon",-0.588759266869161,0.533936602263718,"e176435","e176420",47,42,"GLS",2744,1.12269586913288
"ENSG00000128641","Exon",-0.239512740752972,0.0784416214415256,"e176808","e176928",56,26,"MYO1B",4430,0.317954362194498
"ENSG00000225539","Exon",-0.0315036308199753,0.01817805342651,"e177132","e177127",9,7,"",101927406,0.0496816842464853
"ENSG00000119041","Exon",-0.142455205735969,0.287612588487276,"e177633","e177642",40,36,"GTF3C3",9330,0.430067794223245
"ENSG00000144381","Exon",-0.268058296508553,0.0533219485590944,"e178194","e178152",45,36,"HSPD1",3329,0.321380245067648
"ENSG00000270757","Exon",-0.289818553499563,0.192080465796777,"e178242","e178234",8,8,"HSPE1-MOB4",100529241,0.48189901929634
"ENSG00000115896","Exon",-0.138903716083131,0.368691016070544,"e178422","e178409",17,12,"PLCL1",5334,0.507594732153676
"ENSG00000196141","Exon",-0.152243713565469,0.405906893541391,"e178715","e178901",60,53,"SPATS2L",26010,0.558150607106859
"ENSG00000240344","Exon",-0.235037392096482,0.243416505002857,"e179429","e179415",38,21,"PPIL3",53938,0.478453897099339
"ENSG00000115942","Exon",-0.145078648017824,0.124993267548706,"e179494","e179510",28,25,"ORC2",4999,0.27007191556653
"ENSG00000003402","Exon",-0.366341507411183,0.184937822784065,"e179697","e179769",57,15,"CFLAR",8837,0.551279330195247
"ENSG00000003400","Exon",-0.0818222947254421,0.108866854680181,"e179872","e179897",34,27,"CASP10",843,0.190689149405623
"ENSG00000082146","Exon",-0.590767558459974,0.229073288353169,"e180204","e180165",30,26,"STRADB",55437,0.819840846813143
"ENSG00000155755","Exon",-0.263095765231217,0.325640514613586,"e180350","e180365",36,25,"TMEM237",65062,0.588736279844803
"ENSG00000138442","Exon",-0.321054656439955,0.175617450651275,"e181250","e181245",28,25,"WDR12",55759,0.496672107091229
"ENSG00000138443","Exon",-0.384939346046066,0.353173930877436,"e181702","e181770",62,8,"ABI2",10152,0.738113276923502
"ENSG00000163599","Exon",-0.011980119517983,0.0358691148922087,"e182049","e182057",10,4,"CTLA4",1493,0.0478492344101917
"ENSG00000118257","Exon",-0.457567450268126,0.290543817305262,"e182232","e182356",54,47,"NRP2",8828,0.748111267573387
"ENSG00000114933","Exon",-0.305394597410536,0.192057032911483,"e182415","e182416",16,14,"INO80D",54891,0.497451630322019
"ENSG00000114948","Exon",-0.591355341063273,0.421899502022631,"e182737","e182686",33,33,"ADAM23",8745,1.0132548430859
"ENSG00000144401","Exon",-0.191879683115395,0.452661620051453,"e183126","e183109",30,26,"METTL21A",151194,0.644541303166848
"ENSG00000144407","Exon",-0.290484581517609,0.675418385667894,"e183506","e183518",26,16,"PTH2R",5746,0.965902967185504
"ENSG00000078018","Exon",-0.469171497369771,0.23838969787133,"e183630","e183598",47,17,"MAP2",4133,0.707561195241101
"ENSG00000197713","Exon",-0.00288672856644049,0.416876667519169,"e183891","e183886",38,35,"RPE",6120,0.419763396085609
"ENSG00000144451","Exon",-0.360948837595238,0.303259532172608,"e184683","e184651",38,10,"SPAG16",79582,0.664208369767846
"ENSG00000138363","Exon",-0.226321068912951,0.225810508679207,"e184924","e184932",39,25,"ATIC",471,0.452131577592158
"ENSG00000118242","Exon",-0.296792601810273,0.545609006851589,"e185797","e185792",11,11,"MREG",55686,0.842401608661862
"ENSG00000115425","Exon",-0.544359360878026,0.494351842401446,"e185852","e185818",24,17,"PECR",55825,1.03871120327947
"ENSG00000079246","Exon",-0.503469046816024,0.373798678975267,"e185892","e185957",42,40,"XRCC5",7520,0.877267725791291
"ENSG00000079308","Exon",-0.142599041244067,0.622541293613949,"e186343","e186253",71,60,"TNS1",7145,0.765140334858016
"ENSG00000223923","Exon",-0.143770139995038,0.0582321643958465,"e186436","e186434",4,4,"",NA,0.202002304390885
"ENSG00000115556","Exon",-0.112869406552004,0.48788950623635,"e187519","e187431",49,44,"PLCD4",84812,0.600758912788354
"ENSG00000163482","Exon",-0.243205293707142,0.0422930918038957,"e187780","e187865",68,9,"STK36",27148,0.285498385511037
"ENSG00000181378","Exon",-0.032329285040815,0.414033377349108,"e188430","e188401",59,20,"CCDC108",255101,0.446362662389923
"ENSG00000144567","Exon",-0.187501584264612,0.504308423437628,"e188646","e188668",29,28,"FAM134A",79137,0.69181000770224
"ENSG00000163516","Exon",-0.264248004218362,0.0802465646110304,"e189122","e189263",62,61,"ANKZF1",55139,0.344494568829393
"ENSG00000115661","Exon",-0.367680873523272,0.544836055169849,"e189384","e189378",31,13,"STK16",8576,0.912516928693121
"ENSG00000072195","Exon",-0.480122368028285,0.436409486086672,"e190016","e189995",99,79,"SPEG",100996693,0.916531854114957
"ENSG00000072182","Exon",-0.161749372313925,0.0930169553433297,"e190294","e190282",16,16,"ASIC4",55515,0.254766327657254
"ENSG00000188760","Exon",-0.380258869407399,0.189356512559303,"e190327","e190317",14,14,"TMEM198",130612,0.569615381966702
"ENSG00000124006","Exon",-0.274169626758055,0.649955868927554,"e190373","e190336",50,16,"OBSL1",23363,0.924125495685609
"ENSG00000144589","Exon",-0.155725370095155,0.0585608217492324,"e190578","e190506",52,9,"STK11IP",114790,0.214286191844387
"ENSG00000116106","Exon",-0.0302728514028459,0.17166856244377,"e190889","e190892",48,31,"EPHA4",2043,0.201941413846616
"ENSG00000237732","Exon",-0.183147663735627,0.210796543069222,"e190998","e190982",18,14,"",NA,0.393944206804849
"ENSG00000152049","Exon",-0.0454721046220865,0.0223251430726472,"e191123","e191126",8,5,"KCNE4",23704,0.0677972476947336
"ENSG00000085449","Exon",-0.238321145893698,0.013925870405674,"e191187","e191199",22,2,"WDFY1",57590,0.252247016299372
"ENSG00000144468","Exon",-0.246278990047078,0.102322294020264,"e191620","e191634",38,7,"RHBDD1",84236,0.348601284067342
"ENSG00000168958","Exon",-0.334362015703693,0.578282247302104,"e191957","e191893",61,14,"MFF",56947,0.912644263005797
"ENSG00000173744","Exon",-0.172108351476941,0.338431525664355,"e192007","e192081",29,19,"AGFG1",3267,0.510539877141295
"ENSG00000236116","Exon",-0.178462032006659,0.152694938555824,"e192093","e192092",2,2,"",NA,0.331156970562483
"ENSG00000153827","Exon",-0.32131619037521,0.562797960353201,"e192469","e192327",79,18,"TRIP12",9320,0.88411415072841
"ENSG00000153832","Exon",-0.231753449794935,0.267007159539508,"e192485","e192488",11,5,"FBXO36",130888,0.498760609334443
"ENSG00000079263","Exon",-0.163900980944641,0.252336279803619,"e192718","e192711",60,8,"SP140",101928789,0.41623726074826
"ENSG00000135916","Exon",-0.306112546174829,0.495732047942501,"e193258","e193237",19,16,"ITM2C",81618,0.801844594117331
"ENSG00000173692","Exon",-0.206580985134784,0.235185459521897,"e193486","e193475",48,36,"PSMD1",5707,0.441766444656681
"ENSG00000187514","Exon",-0.452771406368177,0.56582440263272,"e193747","e193739",30,29,"PTMA",100506248,1.0185958090009
"ENSG00000156973","Exon",-0.589908633861095,0.331302412197527,"e193764","e193758",14,14,"PDE6D",5147,0.921211046058623
"ENSG00000144524","Exon",-0.342793420878264,0.307490342436676,"e193799","e193796",47,33,"COPS7B",64708,0.65028376331494
"ENSG00000135930","Exon",-0.462366180082476,0.0361408250848762,"e194323","e194338",33,27,"EIF4E2",9470,0.498507005167353
"ENSG00000182600","Exon",-0.165384831197423,0.551093276582441,"e194910","e194912",18,15,"C2orf82",389084,0.716478107779864
"ENSG00000168918","Exon",-0.052540414618645,0.12041173878721,"e195016","e195049",62,45,"INPP5D",3635,0.172952153405855
"ENSG00000085978","Exon",-0.101725887240638,0.224745404037468,"e195316","e195248",53,26,"ATG16L1",55054,0.326471291278106
"ENSG00000157985","Exon",-0.230671695275532,0.290631190915638,"e196397","e196312",36,20,"AGAP1",116987,0.52130288619117
"ENSG00000144476","Exon",-0.242742037659036,0.277591864377613,"e196575","e196574",4,4,"ACKR3",57007,0.52033390203665
"ENSG00000124831","Exon",-0.452845217631773,0.504681019662739,"e197244","e197219",49,19,"LRRFIP1",9208,0.957526237294512
"ENSG00000258984","Exon",-0.364129832465965,0.531716485383988,"e197593","e197585",15,15,"UBE2F-SCLY",NA,0.895846317849954
"ENSG00000178752","Exon",-0.0701949795321656,0.182824547270358,"e197792","e197815",20,17,"FAM132B",151176,0.253019526802524
"ENSG00000132323","Exon",-0.334848174371045,0.0114374569514093,"e197823","e197832",32,26,"ILKAP",80895,0.346285631322455
"ENSG00000225057","Exon",-0.254220877535108,0.132693642507516,"e197906","e197905",9,2,"",101927958,0.386914520042624
"ENSG00000132326","Exon",-0.305940854790735,0.24795776215952,"e197989","e197964",31,13,"PER2",8864,0.553898616950255
"ENSG00000065802","Exon",-0.240284356962374,0.544510231140964,"e198084","e198092",23,21,"ASB1",51665,0.784794588103338
"ENSG00000229915","Exon",-0.0832641759854711,0.302708843396698,"e198115","e198116",2,2,"",NA,0.385973019382169
"ENSG00000068024","Exon",-0.316924793183936,0.379175953534093,"e198299","e198292",60,3,"HDAC4",9759,0.696100746718028
"ENSG00000130414","Exon",-0.121741311586054,0.552023986832007,"e198390","e198380",40,33,"NDUFA10",4705,0.673765298418061
"ENSG00000063660","Exon",-0.0909369691651003,0.27697957504814,"e198459","e198468",27,2,"GPC1",2817,0.36791654421324
"ENSG00000144504","Exon",-0.311233762401424,0.488988904000193,"e198516","e198526",60,23,"ANKMY1",51281,0.800222666401617
"ENSG00000188542","Exon",-0.392550199048411,0.33828328167571,"e198726","e198719",9,9,"DUSP28",285193,0.730833480724121
"ENSG00000142327","Exon",-0.320869252917544,0.114696581871088,"e198728","e198755",31,4,"RNPEPL1",57140,0.435565834788632
"ENSG00000130294","Exon",-0.0497366018970405,0.573372421382829,"e199159","e199158",76,74,"KIF1A",547,0.623109023279869
"ENSG00000122085","Exon",-0.248477627238473,0.554704672177762,"e199526","e199494",49,26,"MTERFD2",130916,0.803182299416235
"ENSG00000115687","Exon",-0.360257571429638,0.305631367912814,"e199643","e199571",49,44,"PASK",23178,0.665888939342451
"ENSG00000115677","Exon",-0.419950442725232,0.570467676091103,"e200161","e200032",135,93,"HDLBP",3069,0.990418118816335
"ENSG00000168385","Exon",-0.433784262138931,0.176569677450235,"e200307","e200252",96,10,"SEPT2",4735,0.610353939589166
"ENSG00000006607","Exon",-0.40785183880932,0.454218365701909,"e200601","e200513",74,36,"FARP2",9855,0.862070204511229
"ENSG00000115694","Exon",-0.284754917975444,0.393366168417315,"e200804","e200800",82,27,"STK25",10494,0.67812108639276
"ENSG00000168397","Exon",-0.335627430355309,0.326208515202838,"e200918","e200984",63,50,"ATG4B",23192,0.661835945558147
"ENSG00000224318","Exon",-0.386812310486407,0.12700016237089,"e201447","e201449",7,5,"CHL1-AS2",NA,0.513812472857297
"ENSG00000134115","Exon",-0.0639585248036827,0.137407226697558,"e201704","e201630",35,34,"CNTN6",27255,0.20136575150124
"ENSG00000144455","Exon",-0.58886887851128,0.427484291951046,"e202190","e202201",33,22,"SUMF1",285362,1.01635317046233
"ENSG00000150995","Exon",-0.181043648397594,0.575096665476931,"e202700","e202349",96,94,"ITPR1",3708,0.756140313874526
"ENSG00000235978","Exon",-0.0683801102318975,0.506994722300144,"e202746","e202765",15,7,"",NA,0.575374832532041
"ENSG00000134109","Exon",-0.28308143831617,0.314959155074618,"e202871","e202859",25,7,"EDEM1",9695,0.598040593390787
"ENSG00000196277","Exon",-0.480317303413007,0.176071958006427,"e203057","e203058",42,33,"GRM7",100996542,0.656389261419434
"ENSG00000196220","Exon",-0.388763380930556,0.24227235561507,"e203501","e203512",46,6,"SRGAP3",9901,0.631035736545626
"ENSG00000168137","Exon",-0.328801579111915,0.240719060516724,"e203923","e203843",84,5,"SETD5",55209,0.569520639628638
"ENSG00000163719","Exon",-0.0148350250615217,0.510824148705342,"e203967","e203976",42,34,"MTMR14",64419,0.525659173766863
"ENSG00000134072","Exon",-0.751334504298283,0.211172865851552,"e204331","e204329",23,23,"CAMK1",8536,0.962507370149835
"ENSG00000171148","Exon",-0.221298911502457,0.103286057312056,"e204355","e204368",21,5,"TADA3",10474,0.324584968814513
"ENSG00000250151","Exon",-0.264114112313175,0.280213013902473,"e204458","e204457",14,2,"ARPC4-TTLL3",100526693,0.544327126215648
"ENSG00000214021","Exon",-0.049986518365904,0.397825612422253,"e204592","e204531",75,17,"TTLL3",26140,0.447812130788157
"ENSG00000230082","Exon",-0.219290945132964,0.428838204647543,"e205333","e205330",4,3,"PRRT3-AS1",100874032,0.648129149780507
"ENSG00000125037","Exon",-0.484212239261202,0.493878305065596,"e205358","e205356",18,17,"EMC3",55831,0.978090544326798
"ENSG00000206567","Exon",-0.254399773994497,0.0955227665171378,"e205390","e205395",15,12,"",NA,0.349922540511635
"ENSG00000186162","Exon",-0.396688221847122,0.163017684499063,"e205409","e205417",11,11,"CIDECP",152302,0.559705906346185
"ENSG00000144560","Exon",-0.575246856605784,0.429316344009002,"e206367","e206363",39,17,"VGLL4",9686,1.00456320061479
"ENSG00000154743","Exon",-0.328146844438541,0.133059845457177,"e206670","e206677",33,26,"TSEN2",80746,0.461206689895718
"ENSG00000225526","Exon",-0.157320001422723,0.424326946520592,"e206787","e206796",11,7,"C3orf83",100129480,0.581646947943315
